OmniClass_Code,OmniClass_Title,Description
22-32 13 73-3,Compression Concrete Paving Joint Sealants,Compression sealants used to fill joints in concrete paving.
22-32 14 00,Unit Paving,"Paving made of individual units, such as pavers or bricks."
22-32 14 13,Precast Concrete Unit Paving,"Precast concrete unit paving, such as interlocking pavers or slabs."
22-32 14 13-1,Interlocking Precast Concrete Unit Paving,Precast concrete pavers that interlock to form the paving surface.
22-32 14 13-2,Precast Concrete Unit Paving Slabs,Precast concrete paving slabs that are laid individually.
22-32 14 13-3,Porous Precast Concrete Unit Paving,Porous precast concrete pavers that allow water to drain through.
22-32 14 16,Brick Unit Paving,nan
22-32 14 23,Asphalt Unit Paving,Paving made from asphalt units or blocks.
22-32 14 26,Wood Paving,Paving made from wood units or blocks.
22-32 14 29,Rubber Paving,Paving made from rubber units or blocks.
22-32 14 33,Plastic Paving,Paving made from plastic units or blocks.
22-32 14 33-1,Permeable Plastic Paving,Permeable paving made from plastic units or blocks.
22-32 14 40,Stone Paving,Paving made from stone units or blocks.
22-32 94 33,Planters,Outdoor planters or containers for plants.
22-32 94 43,Tree Grates,Grates or covers for tree openings in paved areas.
22-32 94 46,Tree Grids,Grids or frames for tree openings in paved areas.
22-32 95 00,Exterior Planting Support Structures,Structures to support and protect exterior plants.
22-32 96 00,Transplanting,"The process of transplanting plants, trees, or ground cover."
22-32 96 13,Ground Cover Transplanting,Transplanting of ground cover plants.
22-32 96 23,Plant and Bulb Transplanting,Transplanting of plants and bulbs.
22-32 96 33,Shrub Transplanting,Transplanting of shrubs.
22-32 96 43,Tree Transplanting,Transplanting of trees.
22-33 00 00,Utilities,General utilities infrastructure and systems.
22-33 01 00,Operation and Maintenance of Utilities,Operation and maintenance of utility systems.
22-33 01 10,Operation and Maintenance of Water Utilities,Operation and maintenance of water utility systems.
22-33 01 10-1,Water Utility Intake Cleaning and Maintenance,Cleaning and maintenance of water utility intakes.
22-33 01 10-2,Reservoir Maintenance,Maintenance and cleaning of water reservoirs.
22-33 01 10-3,Flushing of Water Utility Piping,Flushing of water utility piping systems.
22-33 01 10-4,Cleaning of Water Utility Piping,Cleaning of water utility piping systems.
22-33 01 10-5,Cleaning of Water Utility Storage Tanks,Cleaning of water utility storage tanks.
22-33 01 10-6,Disinfection of Water Supply Wells,Disinfection of water supply wells.
22-33 01 10-7,Disinfection of Water Utility Piping Systems,Disinfection of water utility piping systems.
22-33 01 10-8,Disinfection of Water Utility Storage Tanks,Disinfection of water utility storage tanks.
22-33 01 10-9,Water Supply Well Abandonment,Abandonment of water supply wells.
22-33 01 10-10,Rehabilitation of Water Supply Wells,Rehabilitation of water supply wells.
22-33 01 10-11,Redevelopment of Water Supply Wells,Redevelopment of water supply wells.
22-33 01 12,Inspection and Testing of Water Utilities,Inspection and testing of water utility systems.
22-33 01 12-1,Leakage Detection,Detection of leaks in water utility systems.
22-33 01 12-2,Electrical Continuity Testing,Testing of electrical continuity in water utility systems.
22-33 01 30,Operation and Maintenance of Sewer Utilities,Operation and maintenance of sewer utility systems.
22-33 01 30-1,Television Inspection of Sewers,Television inspection of sewer lines.
22-33 01 30-2,Dye Testing of Sewers,Dye testing of sewer lines.
22-33 01 30-3,Smoke Testing,Smoke testing of sewer lines.
22-33 01 30-4,Pipe Bursting,Pipe bursting for sewer line rehabilitation.
22-33 01 30-5,Cleaning of Sewers,Cleaning of sewer lines.
22-33 01 30-6,Cleaning of Manholes,Cleaning of sewer manholes.
22-33 01 30-7,Removal of Protruding Service Connection,Removal of protruding service connections in sewer lines.
22-33 01 30-8,Chemical Treatment of Roots in Sewer Lines,Chemical treatment of roots in sewer lines.
22-33 01 30-9,Packer Injection Grouting,Packer injection grouting for sewer line rehabilitation.
22-33 01 30-10,Cured-in-place Pipe Lining,Cured-in-place pipe lining for sewer line rehabilitation.
22-33 01 30-11,Cured-in-Place Point Repair,Cured-in-place point repair for sewer lines.
22-33 01 30-12,Cured-in-Place Lateral Lining,Cured-in-place lateral lining for sewer lines.
22-33 01 30-13,Cured-in-Place Lateral Shortliners,Cured-in-place lateral shortliners for sewer lines.
22-33 01 30-14,Fold-and-Form Pipe Lining,Fold-and-form pipe lining for sewer line rehabilitation.
22-33 01 30-15,Manhole Rehabilitation,Rehabilitation of sewer manholes.
22-33 01 30-16,Epoxy Lining for Concrete Manholes,Epoxy lining for concrete sewer manholes.
22-33 01 30-17,Manhole Inserts,Installation of inserts in sewer manholes.
22-33 01 30-18,Manhole Rim Adjustment,Adjusting the height of a manhole cover to match the surrounding surface
22-33 01 34,Operation and Maintenance of Onsite Wastewater Disposal Systems,Operating and maintaining onsite wastewater disposal systems like septic tanks
22-33 01 34-1,Septic Tank Solids Removal,Removing solids from a septic tank
22-33 01 34-2,Septic Tank Maintenance,Performing routine maintenance on a septic tank
22-33 01 34-3,Septic Tank Abandonment,Permanently closing and abandoning a septic tank
22-33 01 34-4,Maintenance of Onsite Sand Filters,Maintaining an onsite sand filter for wastewater treatment
22-33 01 50,Operation and Maintenance of Hydrocarbon Utilities,Operating and maintaining utility systems for hydrocarbon fuels
22-33 05 39-11,Reinforced Concrete Box Sections for Sewers and Culverts,Reinforced concrete box sections used for sewer and culvert construction
22-33 05 39-12,Concrete Pipe Closures,Concrete closures for pipe connections
22-33 09 06,Satellite Radio Frequency Utility Meter Reading Equipment,Equipment for reading utility meters using satellite radio frequency
22-33 14 23-7,Enclosures for Water Utility Air Valves,Enclosures to protect water utility air valves
22-33 41 33,Retaining Wall Drainage,Drainage systems for retaining walls
22-33 41 43,Synthetic-Media French Drains,Synthetic-media French drains for stormwater management
22-33 42 00,Stormwater Conveyance,Systems for conveying stormwater runoff
22-33 42 11,Stormwater Gravity Piping,Gravity piping for stormwater drainage
22-33 42 13,Stormwater Culverts,Culverts for stormwater drainage
22-33 42 16,Stormwater Force Main Piping,Force main piping for stormwater drainage
22-33 42 23,Headwalls and Endwalls for Stormwater Piping,Headwalls and endwalls at the ends of stormwater pipes
22-33 42 26,End Sections for Stormwater Piping,End sections for the outlets of stormwater pipes
22-33 42 26-1,Aluminum End Sections for Stormwater Piping,Aluminum end sections for stormwater pipes
22-33 42 26-2,Steel End Sections for Stormwater Piping,Steel end sections for stormwater pipes
22-33 42 26-3,Corrugated Metal End Sections for Stormwater Piping,Corrugated metal end sections for stormwater pipes
22-33 42 26-4,Concrete End Sections for Stormwater Piping,Concrete end sections for stormwater pipes
22-33 42 31,Stormwater Area Drains and Inlets,Area drains and inlets for stormwater collection
22-33 42 33,Stormwater Curbside Drains and Inlets,Curbside drains and inlets for stormwater collection
22-33 42 36,Stormwater Trench Drains,Trench drains for stormwater collection
22-33 42 41,Gratings and Frames for Stormwater Drainage Inlets,Gratings and frames for stormwater drainage inlets
22-33 42 41-1,Aluminum Gratings and Frames for Stormwater Drainage Inlets,Aluminum gratings and frames for stormwater drainage inlets
22-33 42 41-2,Brass Gratings and Frames for Stormwater Drainage Inlets,Brass gratings and frames for stormwater drainage inlets
22-33 42 41-3,Cast-Iron Gratings and Frames for Stormwater Drainage Inlets,Cast-iron gratings and frames for stormwater drainage inlets
22-33 42 41-4,Chrome Gratings and Frames for Stormwater Drainage Inlets,Chrome gratings and frames for stormwater drainage inlets
22-33 42 41-5,Steel Gratings and Frames for Stormwater Drainage Inlets,Steel gratings and frames for stormwater drainage inlets
22-33 42 41-6,Fiberglass Gratings and Frames for Stormwater Drainage Inlets,Fiberglass gratings and frames for stormwater drainage inlets
22-33 44 00,Stormwater Utility Equipment,Equipment for stormwater utility systems
22-33 44 11,Field-Erected Stormwater Pumping Stations,Field-erected stormwater pumping stations
22-33 44 13,Packaged Stormwater Pumping Stations,Packaged stormwater pumping stations
22-33 44 21,Stormwater Downspout Filters,Filters installed on downspouts to treat stormwater
22-33 44 23,Inline Stormwater Filters,Inline filters for treating stormwater
22-33 44 26,Stormwater Catch Basin Insert Filters,Filters installed in stormwater catch basins
22-33 44 27,Stormwater Trench Drain Insert Filters,Filters installed in stormwater trench drains
22-33 44 31,Stormwater Membrane Filtration,Membrane filtration systems for stormwater treatment
22-33 44 33,Stormwater Trash and Debris Guards,Trash and debris guards for stormwater systems
22-33 44 36,Oil and Stormwater Separators,Oil and water separators for stormwater treatment
22-33 44 43,Vortex-Type Hydrodynamic Separators,Vortex-type hydrodynamic separators for stormwater treatment
22-33 44 53,Stormwater Area Drainage Pop-up Relief Valves,Pop-up relief valves for stormwater area drainage
22-33 46 00,Stormwater Management,Systems for managing stormwater runoff
22-33 46 11,Stormwater Ponds,Stormwater detention ponds for temporary storage
22-33 46 11-1,Stormwater Detention Ponds,Stormwater retention ponds for permanent storage
22-33 46 11-2,Stormwater Retention Ponds,Ponds used for fire protection water supply
22-33 46 11-3,Fire Protection Ponds,nan
22-33 46 11-4,Cooling Water Ponds,Ponds used to collect and store cooling water for industrial facilities.
22-33 46 16,Outlet Structures for Stormwater Ponds,Structures that control the outflow of stormwater from retention ponds.
22-33 46 16-1,Stormwater Pond Concrete Outlet Structures,Concrete structures that control the outflow of stormwater from retention ponds.
22-33 46 16-2,Stormwater Pond Fiberglass Outlet Structures,Fiberglass structures that control the outflow of stormwater from retention ponds.
22-33 46 23,Modular Buried Stormwater Storage Units,Modular underground systems used to store and infiltrate stormwater.
22-33 46 39,Rain Barrels,Containers used to collect and store rainwater for later use.
22-33 46 53,Stormwater Leaching Pits,Underground pits used to infiltrate and disperse stormwater.
22-33 46 56,Tree Box Filters,Filters that remove pollutants from stormwater runoff before it enters a tree.
22-33 46 59,Concrete Modular Biofiltration Cells,Modular concrete cells used to filter and treat stormwater runoff.
22-33 46 63,Swale Protection Prefilters,Filters installed in swales to remove pollutants from stormwater.
22-33 50 00,Hydrocarbon Utilities,Utilities that transport and distribute hydrocarbon fuels.
22-33 51 00,Hydrocarbon Sources,"Sources of hydrocarbon fuels, such as oil and gas wells."
22-33 56 33-2,Single-Wall Metallic Underground Hydrocarbon Storage Tanks,Single-wall underground storage tanks made of metal for hydrocarbon fuels.
22-33 56 33-3,Single-Wall Non-Metallic Underground Hydrocarbon Storage Tanks,Single-wall underground storage tanks made of non-metallic materials for hydrocarbon fuels.
22-33 56 33-4,Double-Wall Non-Metallic Underground Hydrocarbon Storage Tanks,Double-wall underground storage tanks made of non-metallic materials for hydrocarbon fuels.
22-33 56 33-5,Underground Hydrocarbon Storage Caverns,Underground caverns used to store hydrocarbon fuels.
22-33 56 43,Aviation Fuel Storage Tanks,Tanks used to store aviation fuels.
22-33 56 43-1,Ground-Level Aviation Fuel Storage Tanks,Ground-level tanks used to store aviation fuels.
22-33 71 26-2,Coupling Capacitors,Capacitors used to couple electrical signals in power systems.
22-33 71 26-3,Current Transformers,Transformers used to measure current in power systems.
22-33 81 21,Concealed Communications Towers,"Concealed towers used for communications, such as cell phone signals."
22-33 81 23,Broadcast Communications Towers,Towers used for broadcasting radio and television signals.
22-33 81 27,Aerial Cable Installation Hardware,Hardware used to install aerial communication cables.
22-33 81 29,"Communications Vaults, Pedestals, and Enclosures","Vaults, pedestals, and enclosures used for communication equipment."
22-33 81 63,Cell Site Shelter Equipment,Equipment used in shelters at cell phone tower sites.
22-34 21 16-1,AC Traction Power Substations,Substations that provide traction power for electric rail systems.
22-34 43 16,Airfield Landing Equipment,"Equipment used for landing aircraft, such as runway lights and navigational aids."
22-35 05 40,Common Work Results for Waterway Construction,General work activities common to the construction of waterways.
22-35 59 00,Marine Specialties,Specialized equipment and materials used in marine construction.
22-35 59 13,Marine Fenders,Fenders used to protect marine structures from impact.
22-35 59 13-1,Prestressed Concrete Marine Fender Piling,Prestressed concrete piles used as marine fenders.
22-40 21 23-5,No. 4 Fuel-Oil Process Piping,Piping used to transport No. 4 fuel oil for industrial processes.
22-40 41 13-2,Process Piping Electrical Conductance Heat Tracing,Electrical heat tracing systems used to maintain process piping temperatures.
22-40 62 63,Operator Interface Terminals (OIT),Operator interface terminals used to control industrial processes.
22-40 63 00,Control System Equipment,Equipment used to control and monitor industrial processes.
22-40 63 13,Distributed Process Control Systems,Distributed control systems used to manage industrial processes.
22-40 63 43,Programmable Logic Controllers,Programmable logic controllers used to automate industrial processes.
22-40 63 83,Remote Terminal Units,Remote terminal units used to monitor and control industrial processes.
22-40 66 00,Network and Communication Equipment,Equipment used for industrial communication networks.
22-40 66 13,Switches and Routers,Switches and routers used in industrial communication networks.
22-40 66 16,Firewall Hardware,Hardware firewalls used to secure industrial communication networks.
22-40 66 19,Media Converters,Devices used to convert between different communication media.
22-40 66 23,Frame Relay Equipment,Equipment used for frame relay communication networks.
22-40 66 26,Device Network Equipment,Equipment used for industrial device communication networks.
22-40 66 33,Metallic and Fiber-Optic Communication Cabling and Connectors,Cabling and connectors used for industrial communication networks.
22-40 66 36,Process Instrumentation Networks,Networks used to connect industrial process instrumentation.
22-40 66 43,Wireless Network Systems,Wireless communication systems used in industrial applications.
22-40 66 53,Multiple Address Radio Equipment,Radio equipment used for multiple address communication networks.
22-40 66 56,Point-to-Point Radio Equipment,Radio equipment used for point-to-point communication links.
22-40 66 63,Antennas,Antennas used for industrial communication networks.
22-40 66 66,Monopoles and Towers,"Monopoles and towers used for various purposes, such as communication, power transmission, or surveillance."
22-40 66 73,Satellite Communication Equipment,"Equipment used for satellite communication, including antennas, transmitters, and receivers."
22-40 67 00,Control System Equipment Panels and Racks,Panels and racks used to house and organize control system equipment.
22-40 67 13,Computer Equipment Racks,Racks designed to hold and organize computer equipment.
22-40 67 16,Free-Standing Panels,"Free-standing panels used for various purposes, such as partitions or mounting equipment."
22-40 67 19,Wall-Mounted Panels,"Wall-mounted panels used for various purposes, such as mounting equipment or providing access."
22-40 67 23,Control System Consoles,Consoles used to control and monitor industrial or building systems.
22-40 67 33,Panel Wiring,Wiring and cabling used to connect components within a control system.
22-40 67 63,Control Panel-Mounted Uninterruptible Power Supply,Uninterruptible power supply (UPS) units mounted within a control panel.
22-40 68 00,Process Control Software,Software used to monitor and control industrial processes.
22-40 68 13,Process Control (HMI) Software,Human-machine interface (HMI) software for controlling and monitoring industrial processes.
22-40 68 23,Reporting Software,Software used to generate reports and analyze data from industrial processes.
22-40 68 26,Online Performance Monitoring Systems Software,Software used to monitor and optimize the performance of industrial equipment and systems.
22-40 68 33,Maintenance Management Software,Software used to manage maintenance activities for industrial equipment and systems.
22-40 68 36,Laboratory Information System Software,Software used to manage and analyze data from laboratory equipment and processes.
22-40 68 39,Energy Management Software,Software used to manage and optimize energy consumption in industrial and commercial buildings.
22-40 68 43,Load Management Software,Software used to manage and optimize the distribution of electrical loads in industrial and commercial buildings.
22-40 68 63,Configuration of HMI Software,Configuration and programming of human-machine interface (HMI) software.
22-40 68 66,Programming of Controller Software,Programming and configuration of industrial control system software.
22-40 68 93,Computer Operating Systems Software,Computer operating systems software used in industrial and commercial applications.
22-40 69 00,Packaged Control Systems,Packaged control systems for various industrial and commercial applications.
22-40 69 13,Control System Simulators,Simulators used to train operators and test control system configurations.
22-40 69 23,Burner Management Systems,Burner management systems used to control and monitor industrial burners.
22-40 69 26,Safety Instrumented Control Systems,Safety instrumented control systems used to monitor and respond to hazardous conditions.
22-40 69 33,Fire and Gas Monitoring/Protection Systems for Industrial Applications,Fire and gas monitoring and protection systems for industrial applications.
22-40 70 00,Instrumentation for Process Systems,Instrumentation used to measure and monitor various process parameters in industrial systems.
22-40 71 00,Flow Measurement,Equipment used to measure and monitor flow in industrial processes.
22-40 71 13,Magnetic Flow Meters,Inline magnetic flow meters used to measure fluid flow.
22-40 71 13-1,Inline Magnetic Flow Meters,Insertion-type magnetic flow meters used to measure fluid flow.
22-40 71 13-2,Insertion-Type Magnetic Flow Meters,Differential pressure-type flow meters used to measure fluid flow.
22-40 71 23,Differential Pressure-Type Flow Meters,Venturi flow meters used to measure fluid flow.
22-40 71 23-1,Venturi Flow Meters,Flow tubes used to measure fluid flow.
22-40 71 23-2,Flow Tubes,Equipment used to process and handle various materials in industrial applications.
22-41 00 00,Material Processing and Handling Equipment,"Lines used to process and handle web-based materials, such as paper or film."
22-41 31 13-16,Web Processing Lines,Concrete flat-bottom silos used for storage of bulk materials.
22-41 52 16-1,Concrete Flat-Bottom Silos,Concrete masonry flat-bottom silos used for storage of bulk materials.
22-41 52 16-2,Concrete Masonry Flat-Bottom Silos,Concrete cone-bottom silos used for storage of bulk materials.
22-41 52 16-3,Concrete Cone-Bottom Silos,Concrete masonry cone-bottom silos used for storage of bulk materials.
22-41 52 16-4,Concrete Masonry Cone-Bottom Silos,Equipment used to blend and mix gases for industrial applications.
22-43 13 13,Gas Blenders,Overhung horizontal centrifugal pumps used to move fluids in industrial processes.
22-43 23 13,Overhung Horizontal Centrifugal Pumps,Air-operated diaphragm duplex double-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 71-4,Air-Operated Diaphragm Duplex Double-acting Reciprocating Pumps,Air-operated bellows reciprocating pumps used to move fluids in industrial processes.
22-43 23 72,Air-Operated Bellows Reciprocating Pumps,Air-operated bellows simplex single-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 72-1,Air-Operated Bellows Simplex Single-Acting Reciprocating Pumps,Air-operated bellows simplex double-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 72-2,Air-Operated Bellows Simplex Double-Acting Reciprocating Pumps,Air-operated bellows duplex single-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 72-3,Air-Operated Bellows Duplex Single-Acting Reciprocating Pumps,Air-operated bellows duplex double-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 72-4,Air-Operated Bellows Duplex Double-Acting Reciprocating Pumps,Air-operated piston reciprocating pumps used to move fluids in industrial processes.
22-43 23 73,Air-Operated Piston Reciprocating Pumps,Air-operated piston simplex single-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 73-1,Air-Operated Piston Simplex Single-Acting Reciprocating Pumps,Air-operated piston simplex double-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 73-2,Air-Operated Piston Simplex Double-Acting Reciprocating Pumps,"Air-powered pump with single cylinder and double-acting piston that reciprocates to move fluid in both directions, providing continuous flow for industrial applications."
22-43 23 73-3,Air-Operated Piston Duplex Single-Acting Reciprocating Pumps,"Air-powered pump with dual cylinders and single-acting pistons that work alternately to move fluid in one direction, suitable for high-pressure applications."
22-43 23 73-4,Air-Operated Piston Duplex Double-Acting Reciprocating Pumps,"Air-powered pump with dual cylinders and double-acting pistons that provide continuous fluid flow in both directions, maximizing efficiency and output."
22-43 23 74,Steam Horizontal Reciprocating Pumps,"Industrial pump powered by steam that operates horizontally, using reciprocating motion to move fluids efficiently in process applications."
22-43 23 74-1,Steam Horizontal Double-Acting Piston Simplex Reciprocating Pumps,"Steam-powered horizontal pump with single cylinder and double-acting piston that moves fluid in both directions during each cycle for continuous operation."
22-43 23 74-2,Steam Horizontal Double-Acting Piston Duplex Reciprocating Pumps,"Steam-powered horizontal pump with dual cylinders and double-acting pistons working alternately for smooth, continuous fluid flow in industrial processes."
22-43 23 74-3,Steam Horizontal Double-Acting Plunger Simplex Reciprocating Pumps,"Steam-powered horizontal pump using single plunger with double-acting motion for high-pressure fluid transfer in heavy-duty industrial applications."
22-43 23 74-4,Steam Horizontal Double-Acting Plunger Duplex Reciprocating Pumps,"Steam-powered horizontal pump with dual plungers operating in double-acting motion for maximum pressure and flow capacity in demanding processes."
22-43 23 75,Steam Vertical Reciprocating Pumps,"Industrial pump powered by steam that operates vertically, using reciprocating motion for efficient fluid transfer in limited floor space applications."
22-43 23 75-1,Steam Vertical Double-Acting Piston Simplex Reciprocating Pumps,"Vertical steam-powered pump with single cylinder and double-acting piston for continuous fluid flow in space-constrained industrial environments."
22-43 23 75-2,Steam Vertical Double-Acting Piston Duplex Reciprocating Pumps,"Vertical steam-powered pump with dual cylinders and double-acting pistons for enhanced flow capacity and efficiency in compact industrial spaces."
22-43 23 75-3,Steam Vertical Double-Acting Plunger Simplex Reciprocating Pumps,"Vertical steam-powered pump using single plunger with double-acting motion for high-pressure applications in confined industrial spaces."
22-43 23 75-4,Steam Vertical Double-acting Plunger Duplex Reciprocating Pumps,"Vertical steam-powered pump with dual plungers operating in double-acting motion for maximum pressure and efficiency in compact installations."
22-43 23 76,Power Horizontal Reciprocating Pumps,"Electrically or mechanically powered horizontal pump using reciprocating motion for reliable fluid transfer in industrial process applications."
22-43 23 76-1,Power Horizontal Single-Acting Piston Simplex Reciprocating Pumps,"Power-driven horizontal pump with single cylinder and single-acting piston for basic fluid transfer needs in industrial processes."
22-43 23 76-2,Power Horizontal Single-Acting Piston Duplex Reciprocating Pumps,"Power-driven horizontal pump with dual cylinders and single-acting pistons for improved flow capacity in industrial applications."
22-43 23 76-3,Power Horizontal Single-Acting Piston Multiplex Reciprocating Pumps,"Power-driven horizontal pump with multiple cylinders and single-acting pistons for high-volume fluid transfer in large industrial processes."
22-43 23 76-4,Power Horizontal Single-Acting Plunger Simplex Reciprocating Pumps,"Power-driven horizontal pump with single plunger operating in single-acting motion for high-pressure fluid transfer applications."
22-43 23 76-5,Power Horizontal Single-Acting Plunger Duplex Reciprocating Pumps,"Power-driven horizontal pump with dual plungers operating in single-acting motion for enhanced pressure capability in industrial processes."
22-43 23 76-6,Power Horizontal Single-Acting Plunger Multiplex Reciprocating Pumps,"Power-driven horizontal pump with multiple plungers operating in single-acting motion for maximum pressure and flow in large installations."
22-43 23 76-7,Power Horizontal Double-Acting Piston Simplex Reciprocating Pumps,"Power-driven horizontal pump with single cylinder and double-acting piston for continuous fluid flow in industrial applications."
22-43 23 76-8,Power Horizontal Double-Acting Piston Duplex Reciprocating Pumps,"Power-driven horizontal pump with dual cylinders and double-acting pistons for smooth, efficient fluid transfer in industrial processes."
22-43 23 76-9,Power Horizontal Double-Acting Piston Multiplex Reciprocating Pumps,"Power-driven horizontal pump with multiple cylinders and double-acting pistons for maximum flow capacity in large industrial applications."
22-43 23 76-10,Power Horizontal Double-Acting Plunger Simplex Reciprocating Pumps,"Power-driven horizontal pump with single plunger operating in double-acting motion for high-pressure continuous flow applications."
22-43 23 76-11,Power Horizontal Double-Acting Plunger Duplex Reciprocating Pumps,"Power-driven horizontal pump with dual plungers operating in double-acting motion for enhanced pressure and flow in industrial processes."
22-43 23 76-12,Power Horizontal Double-Acting Plunger Multiplex Reciprocating Pumps,"Power-driven horizontal pump with multiple plungers in double-acting motion for maximum pressure and flow in demanding industrial applications."
22-43 23 77,Power Vertical Reciprocating Pumps,"Power-driven vertical pump using reciprocating motion for efficient fluid transfer in space-constrained industrial environments."
22-43 23 77-1,Power Vertical Single-Acting Piston Simplex Reciprocating Pumps,"Power-driven vertical pump with single cylinder and single-acting piston for basic fluid transfer in compact installations."
22-43 23 77-2,Power Vertical Single-Acting Piston Duplex Reciprocating Pumps,"Power-driven vertical pump with dual cylinders and single-acting pistons for improved flow in limited floor space applications."
22-43 23 77-3,Power Vertical Single-Acting Piston Multiplex Reciprocating Pumps,"Power-driven vertical pump with multiple cylinders and single-acting pistons for high-volume transfer in compact industrial spaces."
22-43 23 77-4,Power Vertical Single-Acting Plunger Simplex Reciprocating Pumps,"Power-driven vertical pump with single plunger in single-acting motion for high-pressure applications in confined spaces."
22-43 23 77-5,Power Vertical Single-Acting Plunger Duplex Reciprocating Pumps,"Power-driven vertical pump with dual plungers in single-acting motion for enhanced pressure capability in compact installations."
22-43 23 77-6,Power Vertical Single-Acting Plunger Multiplex Reciprocating Pumps,"Power-driven vertical pump with multiple plungers in single-acting motion for maximum pressure in space-constrained environments."
22-43 23 77-7,Power Vertical Double-Acting Piston Simplex Reciprocating Pumps,"Power-driven vertical pump with single cylinder and double-acting piston for continuous flow in compact industrial applications."
22-43 23 77-8,Power Vertical Double-Acting Piston Duplex Reciprocating Pumps,"Power-driven vertical pump with dual cylinders and double-acting pistons for smooth operation in limited floor space environments."
22-43 23 77-9,Power Vertical Double-Acting Piston Multiplex Reciprocating Pumps,"Power-driven vertical pump with multiple cylinders and double-acting pistons for maximum flow in compact industrial spaces."
22-43 23 77-10,Power Vertical Double-Acting Plunger Simplex Reciprocating Pumps,"Power-driven vertical pump with single plunger in double-acting motion for high-pressure continuous flow in confined spaces."
22-43 23 77-11,Power Vertical Double-Acting Plunger Duplex Reciprocating Pumps,"Power-driven vertical pump with dual plungers in double-acting motion for enhanced pressure and flow in compact installations."
22-43 23 77-12,Power Vertical Double-Acting Plunger Multiplex Reciprocating Pumps,"Power-driven vertical pump with multiple plungers in double-acting motion for maximum performance in confined industrial spaces."
22-43 23 78,Controlled Volume Horizontal Reciprocating Pumps,"Precision horizontal pump providing controlled fluid volume through reciprocating motion for accurate dosing and transfer applications."
22-43 23 78-1,Controlled Volume Horizontal Packed Plunger Simplex Reciprocating Pumps,"Precision horizontal pump with single packed plunger for accurate fluid volume control in industrial dosing applications."
22-43 23 78-2,Controlled Volume Horizontal Packed Plunger Duplex Reciprocating Pumps,"Precision horizontal pump with dual packed plungers for enhanced accuracy in fluid volume control and transfer processes."
22-43 23 78-3,Controlled Volume Horizontal Packed Plunger Multiplex Reciprocating Pumps,"Precision horizontal pump with multiple packed plungers for maximum accuracy in high-volume fluid control applications."
22-43 23 78-4,Controlled Volume Horizontal Packed Piston Simplex Reciprocating Pumps,"Precision horizontal pump with single packed piston for accurate fluid volume control in industrial processes."
22-43 23 78-5,Controlled Volume Horizontal Packed Piston Duplex Reciprocating Pumps,"Precision horizontal pump with dual packed pistons for enhanced accuracy in fluid metering and transfer applications."
22-43 23 78-6,Controlled Volume Horizontal Packed Piston Multiplex Reciprocating Pumps,"Precision horizontal pump with multiple packed pistons for maximum accuracy in high-volume fluid control processes."
22-43 23 78-7,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Simplex Reciprocating Pumps,"Precision horizontal pump with single mechanically-coupled diaphragm for accurate fluid control in sensitive applications."
22-43 23 78-8,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Duplex Reciprocating Pumps,"Precision horizontal pump with dual mechanically-coupled diaphragms for enhanced accuracy in sensitive fluid processes."
22-43 23 78-9,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Multiplex Reciprocating Pumps,"Precision horizontal pump with multiple mechanically-coupled diaphragms for maximum accuracy in complex fluid control systems."
22-43 23 78-10,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Simplex Reciprocating Pumps,"Precision horizontal pump with single hydraulically-coupled diaphragm for accurate fluid control in demanding applications."
22-43 23 78-11,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Duplex Reciprocating Pumps,"Precision horizontal pump with dual hydraulically-coupled diaphragms for enhanced accuracy in critical fluid processes."
22-43 23 78-12,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Multiplex Reciprocating Pumps,Controlled volume horizontal hydraulically-coupled diaphragm multiplex reciprocating pumps
22-43 23 79,Controlled Volume Vertical Reciprocating Pumps,Controlled volume vertical reciprocating pumps
22-43 23 79-1,Controlled Volume Vertical Packed Plunger Simplex Reciprocating Pumps,Controlled volume vertical packed plunger simplex reciprocating pumps
22-43 23 79-2,Controlled Volume Vertical Packed Plunger Duplex Reciprocating Pumps,Controlled volume vertical packed plunger duplex reciprocating pumps
22-43 23 79-3,Controlled Volume Vertical Packed Plunger Multiplex Reciprocating Pumps,Controlled volume vertical packed plunger multiplex reciprocating pumps
22-43 23 79-4,Controlled Volume Vertical Packed Piston Simplex Reciprocating Pumps,Controlled volume vertical packed piston simplex reciprocating pumps
22-43 23 79-5,Controlled Volume Vertical Packed Piston Duplex Reciprocating Pumps,Controlled volume vertical packed piston duplex reciprocating pumps
22-43 23 79-6,Controlled Volume Vertical Packed Piston Multiplex Reciprocating Pumps,Controlled volume vertical packed piston multiplex reciprocating pumps
